time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;-2.167e-01;6.383e-01;-2.074e-01;9.794e-01;1.039e+00;6.644e-01;-1.625e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.989997000;1.044e+00;6.666e-01;-2.167e-01;6.383e-01;-2.074e-01;9.794e-01;1.039e+00;6.644e-01;-1.625e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990000000;1.044e+00;6.667e-01;-2.167e-01;6.383e-01;-2.074e-01;9.794e-01;1.039e+00;6.644e-01;-1.625e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990004000;1.044e+00;6.667e-01;-2.167e-01;6.383e-01;-2.074e-01;9.795e-01;1.039e+00;6.644e-01;-1.625e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990012000;1.045e+00;6.668e-01;-2.167e-01;6.383e-01;-2.074e-01;9.796e-01;1.039e+00;6.644e-01;-1.625e-01;1.045e+00;4.001e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990028000;1.045e+00;6.669e-01;-2.167e-01;6.383e-01;-2.074e-01;9.798e-01;1.040e+00;6.644e-01;-1.625e-01;1.045e+00;4.001e-01;-1.300e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990124000;1.046e+00;6.677e-01;-2.170e-01;6.383e-01;-2.074e-01;9.809e-01;1.041e+00;6.644e-01;-1.625e-01;1.046e+00;4.006e-01;-1.302e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;4.999e+01;4.999e+01
19.990634000;1.053e+00;6.719e-01;-2.182e-01;6.383e-01;-2.074e-01;9.871e-01;1.047e+00;6.644e-01;-1.627e-01;1.053e+00;4.031e-01;-1.309e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;4.995e+01;4.995e+01
19.990746000;1.054e+00;6.728e-01;-2.185e-01;6.383e-01;-2.073e-01;9.884e-01;1.049e+00;6.644e-01;-1.627e-01;1.054e+00;4.037e-01;-1.311e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;4.994e+01;4.994e+01
19.990949000;1.057e+00;6.745e-01;-2.190e-01;6.383e-01;-2.073e-01;9.909e-01;1.051e+00;6.644e-01;-1.627e-01;1.057e+00;4.047e-01;-1.314e-01;1.000e+01;6.667e-01;-2.167e-01;9.794e-01;4.993e+01;4.993e+01
