time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01
0.001277000;1.049e+00;8.350e-01;-4.359e-01;7.963e-01;-4.157e-01;1.039e+00;1.049e+00;7.515e-01;-3.923e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.042e-01;4.001e-01
0.002226000;1.052e+00;8.310e-01;-4.304e-01;7.902e-01;-4.093e-01;1.042e+00;1.052e+00;7.479e-01;-3.874e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;7.985e-01;3.929e-01
0.002414000;1.052e+00;8.296e-01;-4.294e-01;7.884e-01;-4.081e-01;1.043e+00;1.052e+00;7.467e-01;-3.865e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;7.967e-01;3.915e-01
0.002435000;1.052e+00;8.295e-01;-4.293e-01;7.882e-01;-4.079e-01;1.043e+00;1.052e+00;7.465e-01;-3.864e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;7.965e-01;3.914e-01
0.004553000;1.060e+00;7.994e-01;-4.186e-01;7.541e-01;-3.949e-01;1.051e+00;1.060e+00;7.195e-01;-3.768e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;7.633e-01;3.768e-01
0.004756000;1.061e+00;7.953e-01;-4.176e-01;7.497e-01;-3.937e-01;1.052e+00;1.061e+00;7.158e-01;-3.759e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;7.589e-01;3.755e-01
0.010603000;1.085e+00;6.272e-01;-3.885e-01;5.783e-01;-3.582e-01;1.076e+00;1.085e+00;5.645e-01;-3.497e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;5.866e-01;3.444e-01
0.012135000;1.090e+00;5.838e-01;-3.817e-01;5.358e-01;-3.503e-01;1.081e+00;1.090e+00;5.254e-01;-3.435e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;5.433e-01;3.386e-01
0.012263000;1.090e+00;5.803e-01;-3.811e-01;5.324e-01;-3.497e-01;1.082e+00;1.090e+00;5.223e-01;-3.430e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;5.398e-01;3.382e-01
0.012391000;1.090e+00;5.768e-01;-3.806e-01;5.291e-01;-3.491e-01;1.082e+00;1.090e+00;5.191e-01;-3.426e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;5.364e-01;3.378e-01
0.012519000;1.091e+00;5.733e-01;-3.802e-01;5.257e-01;-3.486e-01;1.082e+00;1.091e+00;5.160e-01;-3.421e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;5.330e-01;3.374e-01
0.014567000;1.095e+00;5.200e-01;-3.735e-01;4.748e-01;-3.410e-01;1.087e+00;1.095e+00;4.680e-01;-3.362e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.811e-01;3.320e-01
0.014695000;1.095e+00;5.168e-01;-3.732e-01;4.717e-01;-3.407e-01;1.087e+00;1.095e+00;4.651e-01;-3.358e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.780e-01;3.318e-01
0.014951000;1.096e+00;5.104e-01;-3.725e-01;4.658e-01;-3.399e-01;1.088e+00;1.096e+00;4.594e-01;-3.353e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.719e-01;3.313e-01
0.015719000;1.097e+00;4.918e-01;-3.708e-01;4.483e-01;-3.379e-01;1.089e+00;1.097e+00;4.426e-01;-3.337e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.542e-01;3.300e-01
0.016103000;1.098e+00;4.827e-01;-3.700e-01;4.398e-01;-3.371e-01;1.090e+00;1.098e+00;4.345e-01;-3.330e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.455e-01;3.294e-01
0.016359000;1.098e+00;4.768e-01;-3.695e-01;4.342e-01;-3.365e-01;1.090e+00;1.098e+00;4.291e-01;-3.326e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;4.399e-01;3.291e-01
0.019150000;1.101e+00;4.158e-01;-3.661e-01;3.778e-01;-3.327e-01;1.093e+00;1.101e+00;3.742e-01;-3.295e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;3.826e-01;3.272e-01
0.019380000;1.101e+00;4.111e-01;-3.660e-01;3.735e-01;-3.325e-01;1.093e+00;1.101e+00;3.700e-01;-3.294e-01;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;3.782e-01;3.271e-01
