time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-3.381e-08;7.979e-01;2.137e-08;1.051e+00;1.044e+00;7.500e-01;2.789e-08;1.000e+01;8.083e-01;-2.061e-02;1.051e+00;5.000e+01;5.000e+01
0.000014000;1.044e+00;8.332e-01;-3.780e-05;7.977e-01;-3.617e-05;1.051e+00;1.044e+00;7.499e-01;-3.399e-05;1.000e+01;5.371e-01;-2.073e-02;1.051e+00;4.999e+01;4.999e+01
0.000279000;1.044e+00;8.285e-01;-1.049e-03;7.932e-01;-1.004e-03;1.051e+00;1.044e+00;7.456e-01;-9.440e-04;1.000e+01;5.503e-01;-2.450e-02;1.051e+00;4.978e+01;4.978e+01
0.000394000;1.045e+00;8.263e-01;-1.470e-03;7.911e-01;-1.407e-03;1.051e+00;1.045e+00;7.437e-01;-1.323e-03;1.000e+01;5.564e-01;-2.621e-02;1.051e+00;4.970e+01;4.970e+01
0.000807000;1.045e+00;8.181e-01;-2.849e-03;7.831e-01;-2.727e-03;1.051e+00;1.045e+00;7.363e-01;-2.564e-03;1.000e+01;5.797e-01;-3.245e-02;1.051e+00;4.945e+01;4.945e+01
0.001117000;1.045e+00;8.118e-01;-3.726e-03;7.768e-01;-3.565e-03;1.051e+00;1.045e+00;7.306e-01;-3.353e-03;1.000e+01;5.979e-01;-3.697e-02;1.051e+00;4.931e+01;4.931e+01
0.001220000;1.045e+00;8.096e-01;-3.986e-03;7.747e-01;-3.814e-03;1.050e+00;1.045e+00;7.287e-01;-3.587e-03;1.000e+01;6.041e-01;-3.841e-02;1.051e+00;4.927e+01;4.927e+01
0.001427000;1.045e+00;8.054e-01;-4.451e-03;7.705e-01;-4.258e-03;1.050e+00;1.045e+00;7.249e-01;-4.006e-03;1.000e+01;6.164e-01;-4.116e-02;1.051e+00;4.920e+01;4.920e+01
0.001634000;1.045e+00;8.012e-01;-4.848e-03;7.664e-01;-4.637e-03;1.050e+00;1.045e+00;7.211e-01;-4.363e-03;1.000e+01;6.285e-01;-4.370e-02;1.051e+00;4.915e+01;4.915e+01
0.001737000;1.046e+00;7.991e-01;-5.020e-03;7.643e-01;-4.801e-03;1.051e+00;1.046e+00;7.192e-01;-4.518e-03;1.000e+01;6.345e-01;-4.488e-02;1.051e+00;4.913e+01;4.913e+01
0.001944000;1.046e+00;7.951e-01;-5.311e-03;7.603e-01;-5.079e-03;1.051e+00;1.046e+00;7.156e-01;-4.780e-03;1.000e+01;6.464e-01;-4.706e-02;1.051e+00;4.909e+01;4.909e+01
0.002047000;1.046e+00;7.931e-01;-5.431e-03;7.583e-01;-5.193e-03;1.051e+00;1.046e+00;7.138e-01;-4.888e-03;1.000e+01;6.521e-01;-4.805e-02;1.051e+00;4.908e+01;4.908e+01
0.002357000;1.046e+00;7.874e-01;-5.691e-03;7.526e-01;-5.439e-03;1.051e+00;1.046e+00;7.087e-01;-5.122e-03;1.000e+01;6.689e-01;-5.061e-02;1.051e+00;4.906e+01;4.906e+01
0.002460000;1.046e+00;7.856e-01;-5.746e-03;7.508e-01;-5.491e-03;1.051e+00;1.046e+00;7.070e-01;-5.171e-03;1.000e+01;6.742e-01;-5.132e-02;1.051e+00;4.906e+01;4.906e+01
0.002564000;1.047e+00;7.838e-01;-5.784e-03;7.490e-01;-5.527e-03;1.051e+00;1.047e+00;7.054e-01;-5.206e-03;1.000e+01;6.795e-01;-5.196e-02;1.051e+00;4.906e+01;4.906e+01
0.002667000;1.047e+00;7.821e-01;-5.808e-03;7.472e-01;-5.549e-03;1.051e+00;1.047e+00;7.039e-01;-5.227e-03;1.000e+01;6.845e-01;-5.254e-02;1.051e+00;4.906e+01;4.906e+01
0.002770000;1.047e+00;7.804e-01;-5.818e-03;7.455e-01;-5.558e-03;1.051e+00;1.047e+00;7.024e-01;-5.236e-03;1.000e+01;6.895e-01;-5.304e-02;1.051e+00;4.907e+01;4.907e+01
0.002977000;1.047e+00;7.772e-01;-5.796e-03;7.423e-01;-5.535e-03;1.051e+00;1.047e+00;6.995e-01;-5.216e-03;1.000e+01;6.990e-01;-5.384e-02;1.051e+00;4.908e+01;4.908e+01
0.003080000;1.047e+00;7.757e-01;-5.764e-03;7.408e-01;-5.505e-03;1.052e+00;1.047e+00;6.981e-01;-5.188e-03;1.000e+01;7.035e-01;-5.413e-02;1.051e+00;4.909e+01;4.909e+01
0.003287000;1.047e+00;7.728e-01;-5.666e-03;7.378e-01;-5.409e-03;1.052e+00;1.047e+00;6.955e-01;-5.099e-03;1.000e+01;7.120e-01;-5.453e-02;1.051e+00;4.912e+01;4.912e+01
0.003390000;1.048e+00;7.714e-01;-5.599e-03;7.365e-01;-5.345e-03;1.052e+00;1.048e+00;6.943e-01;-5.039e-03;1.000e+01;7.161e-01;-5.463e-02;1.051e+00;4.914e+01;4.914e+01
0.003494000;1.048e+00;7.701e-01;-5.522e-03;7.351e-01;-5.271e-03;1.052e+00;1.048e+00;6.931e-01;-4.970e-03;1.000e+01;7.199e-01;-5.467e-02;1.051e+00;4.915e+01;4.915e+01
0.003597000;1.048e+00;7.689e-01;-5.434e-03;7.338e-01;-5.187e-03;1.052e+00;1.048e+00;6.920e-01;-4.891e-03;1.000e+01;7.236e-01;-5.465e-02;1.051e+00;4.917e+01;4.917e+01
0.003700000;1.048e+00;7.677e-01;-5.338e-03;7.326e-01;-5.094e-03;1.052e+00;1.048e+00;6.909e-01;-4.804e-03;1.000e+01;7.272e-01;-5.457e-02;1.051e+00;4.919e+01;4.919e+01
0.003804000;1.048e+00;7.666e-01;-5.232e-03;7.314e-01;-4.993e-03;1.053e+00;1.048e+00;6.899e-01;-4.709e-03;1.000e+01;7.306e-01;-5.444e-02;1.051e+00;4.921e+01;4.921e+01
0.004114000;1.048e+00;7.635e-01;-4.867e-03;7.283e-01;-4.642e-03;1.053e+00;1.048e+00;6.871e-01;-4.380e-03;1.000e+01;7.398e-01;-5.373e-02;1.051e+00;4.927e+01;4.927e+01
