time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;3.550e-09;7.979e-01;2.779e-09;1.044e+00;7.500e-01;4.944e-10;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000158000;1.044e+00;8.294e-01;-1.033e-04;7.941e-01;-9.894e-05;1.044e+00;7.465e-01;-9.300e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000301000;1.044e+00;8.257e-01;-1.722e-04;7.906e-01;-1.649e-04;1.044e+00;7.431e-01;-1.550e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000445000;1.044e+00;8.220e-01;-2.144e-04;7.871e-01;-2.053e-04;1.044e+00;7.398e-01;-1.930e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000589000;1.044e+00;8.184e-01;-2.333e-04;7.836e-01;-2.234e-04;1.044e+00;7.366e-01;-2.100e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000733000;1.044e+00;8.149e-01;-2.311e-04;7.802e-01;-2.213e-04;1.044e+00;7.334e-01;-2.080e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.000877000;1.044e+00;8.114e-01;-2.100e-04;7.769e-01;-2.011e-04;1.044e+00;7.303e-01;-1.890e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.001020000;1.044e+00;8.081e-01;-1.744e-04;7.737e-01;-1.670e-04;1.044e+00;7.273e-01;-1.570e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.001164000;1.044e+00;8.048e-01;-1.233e-04;7.706e-01;-1.181e-04;1.044e+00;7.244e-01;-1.110e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.001308000;1.044e+00;8.017e-01;-6.111e-05;7.676e-01;-5.851e-05;1.044e+00;7.215e-01;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.001452000;1.044e+00;7.987e-01;1.111e-05;7.648e-01;1.064e-05;1.044e+00;7.189e-01;1.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.001739000;1.044e+00;7.932e-01;1.778e-04;7.595e-01;1.702e-04;1.044e+00;7.139e-01;1.600e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.002027000;1.044e+00;7.883e-01;3.644e-04;7.547e-01;3.489e-04;1.044e+00;7.094e-01;3.280e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.002573000;1.044e+00;7.805e-01;7.411e-04;7.473e-01;7.096e-04;1.044e+00;7.025e-01;6.670e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.003091000;1.044e+00;7.750e-01;1.090e-03;7.420e-01;1.044e-03;1.044e+00;6.975e-01;9.810e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.003350000;1.045e+00;7.729e-01;1.253e-03;7.400e-01;1.200e-03;1.045e+00;6.956e-01;1.128e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.003609000;1.045e+00;7.711e-01;1.408e-03;7.383e-01;1.348e-03;1.045e+00;6.940e-01;1.267e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.003868000;1.045e+00;7.697e-01;1.549e-03;7.369e-01;1.483e-03;1.045e+00;6.927e-01;1.394e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.004126000;1.045e+00;7.686e-01;1.679e-03;7.358e-01;1.607e-03;1.045e+00;6.917e-01;1.511e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.004385000;1.045e+00;7.677e-01;1.796e-03;7.350e-01;1.719e-03;1.045e+00;6.909e-01;1.616e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.004644000;1.045e+00;7.671e-01;1.900e-03;7.343e-01;1.819e-03;1.045e+00;6.904e-01;1.710e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.004903000;1.045e+00;7.666e-01;1.991e-03;7.339e-01;1.906e-03;1.045e+00;6.900e-01;1.792e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.005162000;1.045e+00;7.664e-01;2.071e-03;7.336e-01;1.983e-03;1.045e+00;6.897e-01;1.864e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.005421000;1.045e+00;7.662e-01;2.140e-03;7.335e-01;2.049e-03;1.045e+00;6.896e-01;1.926e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.005679000;1.045e+00;7.662e-01;2.198e-03;7.335e-01;2.104e-03;1.045e+00;6.896e-01;1.978e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.005938000;1.045e+00;7.663e-01;2.246e-03;7.335e-01;2.150e-03;1.045e+00;6.896e-01;2.021e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.006456000;1.045e+00;7.665e-01;2.318e-03;7.338e-01;2.219e-03;1.045e+00;6.899e-01;2.086e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.006922000;1.045e+00;7.670e-01;2.358e-03;7.342e-01;2.257e-03;1.045e+00;6.903e-01;2.122e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.007388000;1.045e+00;7.674e-01;2.380e-03;7.346e-01;2.278e-03;1.045e+00;6.907e-01;2.142e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.007854000;1.045e+00;7.679e-01;2.389e-03;7.350e-01;2.287e-03;1.045e+00;6.911e-01;2.150e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.008319000;1.045e+00;7.683e-01;2.389e-03;7.355e-01;2.287e-03;1.045e+00;6.915e-01;2.150e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.008785000;1.045e+00;7.686e-01;2.382e-03;7.358e-01;2.280e-03;1.045e+00;6.918e-01;2.144e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.009717000;1.045e+00;7.692e-01;2.358e-03;7.363e-01;2.257e-03;1.045e+00;6.923e-01;2.122e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
