time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000001000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000002000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000004000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000008000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000016000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000032000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000064000;1.044e+00;8.333e-01;8.333e-02;7.979e-01;7.979e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000128000;1.044e+00;8.333e-01;8.332e-02;7.979e-01;7.978e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000184000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000185000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000186000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000188000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000192000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000200000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.977e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000216000;1.044e+00;8.333e-01;8.331e-02;7.979e-01;7.976e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000248000;1.044e+00;8.333e-01;8.330e-02;7.979e-01;7.975e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000312000;1.044e+00;8.333e-01;8.328e-02;7.979e-01;7.974e-02;1.047e+00;1.000e+01;8.068e-01;1.003e-01;1.000e+00;8.130e-01;1.000e+00
0.000440000;1.044e+00;8.333e-01;8.323e-02;7.979e-01;7.969e-02;1.047e+00;1.000e+01;8.068e-01;1.002e-01;1.000e+00;8.130e-01;1.000e+00
0.000696000;1.044e+00;8.333e-01;8.310e-02;7.979e-01;7.957e-02;1.047e+00;1.000e+01;8.068e-01;1.001e-01;1.000e+00;8.130e-01;1.000e+00
0.000952000;1.044e+00;8.332e-01;8.293e-02;7.979e-01;7.941e-02;1.047e+00;1.000e+01;8.068e-01;9.996e-02;1.000e+00;8.129e-01;1.000e+00
0.001000000;1.044e+00;8.332e-01;8.290e-02;7.979e-01;7.938e-02;1.047e+00;1.000e+01;8.068e-01;9.993e-02;1.000e+00;8.129e-01;1.000e+00
0.001001000;1.044e+00;8.332e-01;8.290e-02;7.979e-01;7.938e-02;1.047e+00;1.000e+01;8.068e-01;9.993e-02;1.000e+00;8.129e-01;1.000e+00
0.001002000;1.044e+00;8.332e-01;8.290e-02;7.979e-01;7.938e-02;1.047e+00;1.000e+01;8.068e-01;9.993e-02;1.000e+00;8.129e-01;1.000e+00
0.001004000;1.044e+00;8.332e-01;8.290e-02;7.979e-01;7.938e-02;1.047e+00;1.000e+01;8.068e-01;9.993e-02;1.000e+00;8.129e-01;1.000e+00
0.001008000;1.044e+00;8.332e-01;8.289e-02;7.979e-01;7.938e-02;1.047e+00;1.000e+01;8.068e-01;9.993e-02;1.000e+00;8.129e-01;1.000e+00
0.001016000;1.044e+00;8.332e-01;8.289e-02;7.979e-01;7.937e-02;1.047e+00;1.000e+01;8.068e-01;9.992e-02;1.000e+00;8.129e-01;1.000e+00
0.001032000;1.044e+00;8.332e-01;8.287e-02;7.979e-01;7.936e-02;1.047e+00;1.000e+01;8.068e-01;9.991e-02;1.000e+00;8.129e-01;1.000e+00
0.001064000;1.044e+00;8.332e-01;8.285e-02;7.979e-01;7.933e-02;1.047e+00;1.000e+01;8.068e-01;9.989e-02;1.000e+00;8.129e-01;1.000e+00
0.001128000;1.044e+00;8.332e-01;8.280e-02;7.979e-01;7.929e-02;1.047e+00;1.000e+01;8.068e-01;9.984e-02;1.000e+00;8.129e-01;1.000e+00
0.001256000;1.044e+00;8.332e-01;8.270e-02;7.979e-01;7.919e-02;1.047e+00;1.000e+01;8.068e-01;9.974e-02;1.000e+00;8.129e-01;1.000e+00
0.001512000;1.044e+00;8.331e-01;8.248e-02;7.979e-01;7.899e-02;1.047e+00;1.000e+01;8.068e-01;9.954e-02;1.000e+00;8.129e-01;1.000e+00
0.001768000;1.044e+00;8.331e-01;8.225e-02;7.979e-01;7.878e-02;1.047e+00;1.000e+01;8.068e-01;9.933e-02;1.000e+00;8.129e-01;1.000e+00
0.002280000;1.044e+00;8.329e-01;8.178e-02;7.978e-01;7.834e-02;1.046e+00;1.000e+01;8.068e-01;9.889e-02;1.000e+00;8.128e-01;1.000e+00
0.002792000;1.044e+00;8.328e-01;8.131e-02;7.978e-01;7.790e-02;1.046e+00;1.000e+01;8.068e-01;9.846e-02;1.000e+00;8.128e-01;1.000e+00
0.003304000;1.044e+00;8.327e-01;8.086e-02;7.978e-01;7.747e-02;1.046e+00;1.000e+01;8.068e-01;9.803e-02;1.000e+00;8.127e-01;1.000e+00
0.003816000;1.044e+00;8.326e-01;8.043e-02;7.978e-01;7.708e-02;1.046e+00;1.000e+01;8.068e-01;9.764e-02;1.000e+00;8.127e-01;1.000e+00
0.004328000;1.043e+00;8.325e-01;8.004e-02;7.978e-01;7.671e-02;1.046e+00;1.000e+01;8.068e-01;9.727e-02;1.000e+00;8.126e-01;1.000e+00
0.004840000;1.043e+00;8.324e-01;7.970e-02;7.978e-01;7.639e-02;1.046e+00;1.000e+01;8.068e-01;9.695e-02;1.000e+00;8.126e-01;1.000e+00
0.005864000;1.043e+00;8.323e-01;7.912e-02;7.978e-01;7.585e-02;1.046e+00;1.000e+01;8.068e-01;9.641e-02;1.000e+00;8.125e-01;1.000e+00
0.006888000;1.043e+00;8.322e-01;7.872e-02;7.979e-01;7.547e-02;1.045e+00;1.000e+01;8.068e-01;9.603e-02;1.000e+00;8.125e-01;1.000e+00
0.007912000;1.043e+00;8.322e-01;7.848e-02;7.979e-01;7.525e-02;1.045e+00;1.000e+01;8.069e-01;9.580e-02;1.000e+00;8.125e-01;1.000e+00
0.008936000;1.043e+00;8.322e-01;7.839e-02;7.979e-01;7.516e-02;1.045e+00;1.000e+01;8.069e-01;9.571e-02;1.000e+00;8.126e-01;1.000e+00
0.009960000;1.043e+00;8.322e-01;7.842e-02;7.980e-01;7.519e-02;1.045e+00;1.000e+01;8.069e-01;9.573e-02;1.000e+00;8.126e-01;1.000e+00
0.010984000;1.043e+00;8.323e-01;7.855e-02;7.980e-01;7.532e-02;1.045e+00;1.000e+01;8.070e-01;9.585e-02;1.000e+00;8.127e-01;1.000e+00
0.012008000;1.043e+00;8.324e-01;7.877e-02;7.981e-01;7.552e-02;1.045e+00;1.000e+01;8.070e-01;9.605e-02;1.000e+00;8.127e-01;1.000e+00
0.013032000;1.043e+00;8.325e-01;7.904e-02;7.981e-01;7.577e-02;1.046e+00;1.000e+01;8.071e-01;9.630e-02;1.000e+00;8.128e-01;1.000e+00
0.014056000;1.043e+00;8.326e-01;7.934e-02;7.981e-01;7.606e-02;1.046e+00;1.000e+01;8.071e-01;9.657e-02;1.000e+00;8.129e-01;1.000e+00
0.015080000;1.043e+00;8.328e-01;7.966e-02;7.982e-01;7.635e-02;1.046e+00;1.000e+01;8.072e-01;9.687e-02;1.000e+00;8.129e-01;1.000e+00
0.015945000;1.043e+00;8.329e-01;7.992e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015946000;1.043e+00;8.329e-01;7.992e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015947000;1.043e+00;8.329e-01;7.992e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015949000;1.043e+00;8.329e-01;7.992e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015953000;1.043e+00;8.329e-01;7.993e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015961000;1.043e+00;8.329e-01;7.993e-02;7.982e-01;7.660e-02;1.046e+00;1.000e+01;8.072e-01;9.711e-02;1.000e+00;8.130e-01;1.000e+00
0.015977000;1.043e+00;8.329e-01;7.993e-02;7.982e-01;7.661e-02;1.046e+00;1.000e+01;8.072e-01;9.712e-02;1.000e+00;8.130e-01;1.000e+00
0.016009000;1.043e+00;8.329e-01;7.994e-02;7.982e-01;7.662e-02;1.046e+00;1.000e+01;8.072e-01;9.713e-02;1.000e+00;8.130e-01;1.000e+00
0.016073000;1.043e+00;8.329e-01;7.996e-02;7.982e-01;7.664e-02;1.046e+00;1.000e+01;8.072e-01;9.714e-02;1.000e+00;8.130e-01;1.000e+00
0.016201000;1.043e+00;8.329e-01;8.000e-02;7.982e-01;7.667e-02;1.046e+00;1.000e+01;8.072e-01;9.718e-02;1.000e+00;8.130e-01;1.000e+00
0.016457000;1.043e+00;8.329e-01;8.008e-02;7.983e-01;7.674e-02;1.046e+00;1.000e+01;8.072e-01;9.725e-02;1.000e+00;8.130e-01;1.000e+00
0.016969000;1.043e+00;8.330e-01;8.022e-02;7.983e-01;7.688e-02;1.046e+00;1.000e+01;8.072e-01;9.739e-02;1.000e+00;8.131e-01;1.000e+00
0.017872000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.710e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017873000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.710e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017874000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.710e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017876000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.710e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017880000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.710e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017888000;1.044e+00;8.331e-01;8.046e-02;7.983e-01;7.711e-02;1.046e+00;1.000e+01;8.073e-01;9.761e-02;1.000e+00;8.131e-01;1.000e+00
0.017904000;1.044e+00;8.331e-01;8.047e-02;7.983e-01;7.711e-02;1.046e+00;1.000e+01;8.073e-01;9.762e-02;1.000e+00;8.131e-01;1.000e+00
0.017936000;1.044e+00;8.331e-01;8.048e-02;7.983e-01;7.712e-02;1.046e+00;1.000e+01;8.073e-01;9.762e-02;1.000e+00;8.131e-01;1.000e+00
0.018000000;1.044e+00;8.331e-01;8.049e-02;7.983e-01;7.713e-02;1.046e+00;1.000e+01;8.073e-01;9.764e-02;1.000e+00;8.131e-01;1.000e+00
0.018128000;1.044e+00;8.331e-01;8.052e-02;7.983e-01;7.716e-02;1.046e+00;1.000e+01;8.073e-01;9.767e-02;1.000e+00;8.132e-01;1.000e+00
0.018384000;1.044e+00;8.331e-01;8.058e-02;7.983e-01;7.722e-02;1.046e+00;1.000e+01;8.073e-01;9.772e-02;1.000e+00;8.132e-01;1.000e+00
0.018591000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.726e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018592000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.726e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018593000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.726e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018595000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.726e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018599000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.726e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018607000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.727e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018623000;1.044e+00;8.331e-01;8.063e-02;7.983e-01;7.727e-02;1.046e+00;1.000e+01;8.073e-01;9.777e-02;1.000e+00;8.132e-01;1.000e+00
0.018655000;1.044e+00;8.331e-01;8.064e-02;7.983e-01;7.728e-02;1.046e+00;1.000e+01;8.073e-01;9.778e-02;1.000e+00;8.132e-01;1.000e+00
0.018719000;1.044e+00;8.331e-01;8.066e-02;7.983e-01;7.729e-02;1.046e+00;1.000e+01;8.073e-01;9.779e-02;1.000e+00;8.132e-01;1.000e+00
0.018847000;1.044e+00;8.332e-01;8.068e-02;7.983e-01;7.731e-02;1.046e+00;1.000e+01;8.073e-01;9.782e-02;1.000e+00;8.132e-01;1.000e+00
0.019103000;1.044e+00;8.332e-01;8.074e-02;7.984e-01;7.736e-02;1.046e+00;1.000e+01;8.073e-01;9.787e-02;1.000e+00;8.132e-01;1.000e+00
0.019615000;1.044e+00;8.332e-01;8.083e-02;7.984e-01;7.745e-02;1.046e+00;1.000e+01;8.073e-01;9.796e-02;1.000e+00;8.132e-01;1.000e+00
0.020639000;1.044e+00;8.333e-01;8.099e-02;7.984e-01;7.760e-02;1.046e+00;1.000e+01;8.073e-01;9.810e-02;1.000e+00;8.133e-01;1.000e+00
0.022687000;1.044e+00;8.334e-01;8.117e-02;7.984e-01;7.777e-02;1.046e+00;1.000e+01;8.074e-01;9.828e-02;1.000e+00;8.133e-01;1.000e+00
0.024735000;1.044e+00;8.334e-01;8.120e-02;7.985e-01;7.780e-02;1.046e+00;1.000e+01;8.074e-01;9.832e-02;1.000e+00;8.134e-01;1.000e+00
0.026783000;1.044e+00;8.334e-01;8.111e-02;7.985e-01;7.772e-02;1.046e+00;1.000e+01;8.074e-01;9.824e-02;1.000e+00;8.134e-01;1.000e+00
0.028831000;1.044e+00;8.333e-01;8.095e-02;7.985e-01;7.757e-02;1.046e+00;1.000e+01;8.074e-01;9.810e-02;1.000e+00;8.134e-01;1.000e+00
0.030879000;1.044e+00;8.333e-01;8.076e-02;7.985e-01;7.739e-02;1.046e+00;1.000e+01;8.074e-01;9.793e-02;1.000e+00;8.133e-01;1.000e+00
0.032927000;1.044e+00;8.332e-01;8.058e-02;7.985e-01;7.721e-02;1.046e+00;1.000e+01;8.074e-01;9.777e-02;1.000e+00;8.133e-01;1.000e+00
0.034975000;1.044e+00;8.332e-01;8.042e-02;7.985e-01;7.707e-02;1.046e+00;1.000e+01;8.074e-01;9.763e-02;1.000e+00;8.133e-01;1.000e+00
0.037023000;1.043e+00;8.332e-01;8.031e-02;7.985e-01;7.696e-02;1.046e+00;1.000e+01;8.074e-01;9.753e-02;1.000e+00;8.133e-01;1.000e+00
0.039060000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039061000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039062000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039064000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039068000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039076000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039092000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039124000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039188000;1.043e+00;8.332e-01;8.024e-02;7.985e-01;7.689e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039316000;1.043e+00;8.332e-01;8.023e-02;7.985e-01;7.689e-02;1.046e+00;1.000e+01;8.074e-01;9.747e-02;1.000e+00;8.133e-01;1.000e+00
0.039572000;1.043e+00;8.332e-01;8.023e-02;7.985e-01;7.689e-02;1.046e+00;1.000e+01;8.074e-01;9.746e-02;1.000e+00;8.133e-01;1.000e+00
