time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.000000000;1.044e+00;1.250e+00;-6.223e-07;1.197e+00;-5.958e-07;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000001000;1.044e+00;1.250e+00;-2.206e-06;1.197e+00;-2.112e-06;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000002000;1.044e+00;1.250e+00;-7.474e-06;1.197e+00;-7.156e-06;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000004000;1.044e+00;1.250e+00;-1.407e-05;1.197e+00;-1.347e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000008000;1.044e+00;1.250e+00;-2.803e-05;1.197e+00;-2.684e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000016000;1.044e+00;1.250e+00;-5.543e-05;1.197e+00;-5.307e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000032000;1.044e+00;1.250e+00;-1.086e-04;1.196e+00;-1.039e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.196e+00
0.000064000;1.044e+00;1.249e+00;-2.140e-04;1.196e+00;-2.049e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.196e+00
0.000128000;1.044e+00;1.248e+00;-4.106e-04;1.195e+00;-3.932e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.195e+00;-3.350e-02;1.195e+00
0.000256000;1.044e+00;1.247e+00;-7.587e-04;1.194e+00;-7.264e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.193e+00;-3.351e-02;1.194e+00
0.000512000;1.044e+00;1.244e+00;-1.297e-03;1.191e+00;-1.242e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.190e+00;-3.352e-02;1.191e+00
0.001024000;1.045e+00;1.238e+00;-1.909e-03;1.185e+00;-1.828e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.184e+00;-3.358e-02;1.185e+00
0.001536000;1.045e+00;1.232e+00;-2.069e-03;1.179e+00;-1.980e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.179e+00;-3.364e-02;1.179e+00
0.002048000;1.045e+00;1.227e+00;-1.943e-03;1.174e+00;-1.859e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.173e+00;-3.372e-02;1.174e+00
0.002560000;1.046e+00;1.221e+00;-1.651e-03;1.168e+00;-1.579e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.168e+00;-3.379e-02;1.168e+00
0.003072000;1.046e+00;1.216e+00;-1.272e-03;1.163e+00;-1.216e-03;1.047e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.162e+00;-3.386e-02;1.163e+00
