time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;-2.004e-09;6.660e-01;4.263e-09;1.000e+00;6.660e-01;3.614e-09;1.000e+00;3.330e-03;-7.455e-10;1.000e+01;6.660e-01;9.000e-05
29.999994000;1.000e+00;6.660e-01;1.939e-09;6.660e-01;1.510e-09;1.000e+00;6.660e-01;-6.933e-10;1.000e+00;3.330e-03;-5.988e-10;1.000e+01;6.660e-01;9.000e-05
29.999994000;1.001e-06;2.243e-09;1.754e-09;-2.644e-10;1.355e-09;1.430e-04;-3.766e-09;-7.097e-10;9.999e-07;-1.191e-09;-3.039e-10;1.000e+01;6.660e-01;9.000e-05
30.001531000;1.000e-06;-1.296e-09;2.463e-10;-2.168e-09;-6.514e-10;1.430e-04;-2.211e-09;8.080e-10;1.001e-06;-2.078e-09;-9.262e-12;1.000e+01;6.660e-01;9.000e-05
30.013766000;9.931e-07;-6.842e-10;2.193e-09;2.239e-09;3.004e-09;1.803e-04;-1.131e-09;-2.458e-08;9.953e-07;2.804e-09;-2.388e-10;1.000e+01;6.660e-01;9.000e-05
30.019142000;9.950e-07;3.800e-09;2.923e-09;-3.089e-09;4.034e-09;1.999e-04;-1.010e-09;-4.037e-08;9.918e-07;2.160e-09;-4.983e-11;1.000e+01;6.660e-01;9.000e-05
30.027590000;9.962e-07;3.872e-09;-5.624e-09;-3.462e-09;1.065e-09;2.251e-04;6.154e-10;8.883e-01;9.880e-07;2.096e-09;-5.753e-09;1.000e+01;6.660e-01;9.000e-05
30.043718000;9.970e-07;-4.610e-09;3.307e-09;1.954e-09;5.285e-10;2.544e-04;-9.537e-10;1.572e+00;9.992e-07;4.846e-09;3.692e-09;1.000e+01;6.660e-01;9.000e-05
30.068697000;1.001e-06;-4.101e-09;-6.055e-09;-6.965e-09;-4.508e-09;2.713e-04;1.792e-09;1.475e+00;1.003e-06;1.065e-09;-1.963e-09;1.000e+01;6.660e-01;9.000e-05
30.077401000;1.002e-06;-5.745e-09;-2.433e-09;-5.139e-09;-5.948e-09;2.737e-04;2.298e-09;1.461e+00;1.001e-06;5.001e-09;-4.568e-11;1.000e+01;6.660e-01;9.000e-05
30.079449000;1.003e-06;-5.597e-09;-1.067e-09;-4.512e-09;-6.266e-09;2.751e-04;1.932e-09;1.454e+00;1.001e-06;5.704e-09;1.481e-11;1.000e+01;6.660e-01;9.000e-05
30.105229000;1.008e-06;-3.839e-10;4.546e-09;-1.544e-09;-5.039e-09;2.774e-04;-6.980e-09;1.442e+00;1.000e-06;-1.665e-09;2.037e-10;1.000e+01;6.660e-01;9.000e-05
30.126829000;1.001e-06;-9.757e-10;3.450e-09;1.075e-09;1.356e-09;2.787e-04;-3.380e-09;1.435e+00;1.001e-06;-3.893e-09;-7.161e-10;1.000e+01;6.660e-01;9.000e-05
30.149994000;9.970e-07;-3.828e-09;-2.842e-09;1.802e-09;6.485e-10;2.785e-04;-1.031e-09;1.436e+00;1.000e-06;-1.075e-09;2.397e-11;1.000e+01;6.660e-01;9.000e-05
30.149994000;1.108e+00;8.086e-01;1.191e+00;7.299e-01;1.075e+00;1.108e+00;7.297e-01;1.075e+00;1.108e+00;4.043e-03;5.956e-03;1.000e+01;6.660e-01;9.000e-05
30.150966000;1.109e+00;7.852e-01;1.209e+00;7.079e-01;1.090e+00;1.110e+00;7.077e-01;1.090e+00;1.109e+00;3.926e-03;6.044e-03;1.000e+01;6.660e-01;9.000e-05
30.151292000;1.110e+00;7.810e-01;1.212e+00;7.039e-01;1.092e+00;1.110e+00;7.038e-01;1.092e+00;1.110e+00;3.905e-03;6.059e-03;1.000e+01;6.660e-01;9.000e-05
30.152061000;1.110e+00;7.750e-01;1.216e+00;6.983e-01;1.096e+00;1.110e+00;6.981e-01;1.096e+00;1.110e+00;3.875e-03;6.082e-03;1.000e+01;6.660e-01;9.000e-05
30.152125000;1.110e+00;7.746e-01;1.217e+00;6.979e-01;1.096e+00;1.110e+00;6.978e-01;1.096e+00;1.110e+00;3.873e-03;6.083e-03;1.000e+01;6.660e-01;9.000e-05
30.155868000;1.110e+00;7.694e-01;1.221e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.099e+00;1.110e+00;3.847e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157216000;1.110e+00;7.692e-01;1.221e+00;6.929e-01;1.099e+00;1.110e+00;6.927e-01;1.100e+00;1.110e+00;3.846e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157280000;1.110e+00;7.694e-01;1.221e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.100e+00;1.110e+00;3.847e-03;6.103e-03;1.000e+01;6.660e-01;9.000e-05
30.157344000;1.110e+00;7.694e-01;1.220e+00;6.930e-01;1.099e+00;1.110e+00;6.929e-01;1.099e+00;1.110e+00;3.847e-03;6.102e-03;1.000e+01;6.660e-01;9.000e-05
30.157664000;1.110e+00;7.706e-01;1.220e+00;6.942e-01;1.099e+00;1.110e+00;6.942e-01;1.099e+00;1.110e+00;3.853e-03;6.098e-03;1.000e+01;6.660e-01;9.000e-05
30.159804000;1.108e+00;7.906e-01;1.191e+00;7.136e-01;1.075e+00;1.108e+00;7.135e-01;1.075e+00;1.108e+00;3.953e-03;5.956e-03;1.000e+01;6.660e-01;9.000e-05
30.161610000;1.104e+00;8.060e-01;1.143e+00;7.301e-01;1.036e+00;1.104e+00;7.300e-01;1.036e+00;1.104e+00;4.030e-03;5.716e-03;1.000e+01;6.660e-01;9.000e-05
30.162611000;1.101e+00;8.108e-01;1.110e+00;7.363e-01;1.008e+00;1.101e+00;7.362e-01;1.008e+00;1.101e+00;4.054e-03;5.549e-03;1.000e+01;6.660e-01;9.000e-05
30.164112000;1.096e+00;8.138e-01;1.053e+00;7.422e-01;9.605e-01;1.097e+00;7.421e-01;9.605e-01;1.096e+00;4.069e-03;5.266e-03;1.000e+01;6.660e-01;9.000e-05
30.166447000;1.088e+00;8.112e-01;9.548e-01;7.455e-01;8.774e-01;1.088e+00;7.453e-01;8.775e-01;1.088e+00;4.056e-03;4.774e-03;1.000e+01;6.660e-01;9.000e-05
30.166781000;1.087e+00;8.102e-01;9.402e-01;7.454e-01;8.650e-01;1.087e+00;7.455e-01;8.651e-01;1.087e+00;4.051e-03;4.701e-03;1.000e+01;6.660e-01;9.000e-05
30.173034000;1.063e+00;7.812e-01;6.676e-01;7.348e-01;6.280e-01;1.063e+00;7.347e-01;6.281e-01;1.063e+00;3.906e-03;3.338e-03;1.000e+01;6.660e-01;9.000e-05
30.178922000;1.045e+00;7.496e-01;4.632e-01;7.176e-01;4.434e-01;1.045e+00;7.175e-01;4.436e-01;1.045e+00;3.748e-03;2.316e-03;1.000e+01;6.660e-01;9.000e-05
30.185834000;1.028e+00;7.184e-01;2.876e-01;6.987e-01;2.797e-01;1.028e+00;6.987e-01;2.799e-01;1.028e+00;3.592e-03;1.438e-03;1.000e+01;6.660e-01;9.000e-05
30.191364000;1.018e+00;6.998e-01;1.862e-01;6.872e-01;1.828e-01;1.018e+00;6.871e-01;1.830e-01;1.018e+00;3.499e-03;9.310e-04;1.000e+01;6.660e-01;9.000e-05
30.192286000;1.017e+00;6.972e-01;1.722e-01;6.855e-01;1.693e-01;1.017e+00;6.855e-01;1.693e-01;1.017e+00;3.486e-03;8.610e-04;1.000e+01;6.660e-01;9.000e-05
30.193207000;1.016e+00;6.948e-01;1.586e-01;6.841e-01;1.561e-01;1.016e+00;6.840e-01;1.563e-01;1.016e+00;3.474e-03;7.930e-04;1.000e+01;6.660e-01;9.000e-05
30.194129000;1.014e+00;6.924e-01;1.458e-01;6.825e-01;1.437e-01;1.014e+00;6.825e-01;1.439e-01;1.014e+00;3.462e-03;7.290e-04;1.000e+01;6.660e-01;9.000e-05
30.194590000;1.014e+00;6.912e-01;1.396e-01;6.818e-01;1.377e-01;1.014e+00;6.817e-01;1.379e-01;1.014e+00;3.456e-03;6.980e-04;1.000e+01;6.660e-01;9.000e-05
30.195050000;1.013e+00;6.902e-01;1.336e-01;6.812e-01;1.319e-01;1.013e+00;6.811e-01;1.320e-01;1.013e+00;3.451e-03;6.680e-04;1.000e+01;6.660e-01;9.000e-05
30.197354000;1.011e+00;6.852e-01;1.058e-01;6.781e-01;1.047e-01;1.011e+00;6.780e-01;1.049e-01;1.011e+00;3.426e-03;5.290e-04;1.000e+01;6.660e-01;9.000e-05
30.197991000;1.010e+00;6.840e-01;9.880e-02;6.773e-01;9.784e-02;1.010e+00;6.773e-01;9.784e-02;1.010e+00;3.420e-03;4.940e-04;1.000e+01;6.660e-01;9.000e-05
30.200768000;1.007e+00;6.792e-01;7.240e-02;6.743e-01;7.188e-02;1.007e+00;6.743e-01;7.208e-02;1.007e+00;3.396e-03;3.620e-04;1.000e+01;6.660e-01;9.000e-05
30.208448000;1.003e+00;6.710e-01;3.000e-02;6.690e-01;2.991e-02;1.003e+00;6.690e-01;2.991e-02;1.003e+00;3.355e-03;1.500e-04;1.000e+01;6.660e-01;9.000e-05
30.209984000;1.003e+00;6.700e-01;2.500e-02;6.683e-01;2.494e-02;1.003e+00;6.683e-01;2.494e-02;1.003e+00;3.350e-03;1.250e-04;1.000e+01;6.660e-01;9.000e-05
30.210240000;1.002e+00;6.700e-01;2.420e-02;6.684e-01;2.414e-02;1.002e+00;6.684e-01;2.434e-02;1.002e+00;3.350e-03;1.210e-04;1.000e+01;6.660e-01;9.000e-05
30.211264000;1.002e+00;6.694e-01;2.140e-02;6.680e-01;2.135e-02;1.002e+00;6.680e-01;2.155e-02;1.002e+00;3.347e-03;1.070e-04;1.000e+01;6.660e-01;9.000e-05
30.222528000;1.000e+00;6.660e-01;5.000e-03;6.657e-01;4.998e-03;1.001e+00;6.657e-01;4.997e-03;1.000e+00;3.330e-03;2.500e-05;1.000e+01;6.660e-01;9.000e-05
30.222989000;1.000e+00;6.658e-01;4.600e-03;6.655e-01;4.598e-03;1.000e+00;6.655e-01;4.798e-03;1.000e+00;3.329e-03;2.300e-05;1.000e+01;6.660e-01;9.000e-05
30.231283000;1.000e+00;6.652e-01;1.200e-03;6.651e-01;1.200e-03;1.000e+00;6.651e-01;1.200e-03;1.000e+00;3.326e-03;6.003e-06;1.000e+01;6.660e-01;9.000e-05
30.245199000;1.000e+00;6.654e-01;-4.000e-04;6.654e-01;-4.000e-04;1.000e+00;6.654e-01;-2.000e-04;1.000e+00;3.327e-03;-2.000e-06;1.000e+01;6.660e-01;9.000e-05
30.248517000;1.000e+00;6.654e-01;-4.000e-04;6.654e-01;-4.000e-04;1.000e+00;6.654e-01;-4.000e-04;1.000e+00;3.327e-03;-2.001e-06;1.000e+01;6.660e-01;9.000e-05
