time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;1.515e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;1.114e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;4.749e-09;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;-4.445e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.800e-05;-4.444e-06;-6.744e-04;1.287e-08;0.000e+00;1.951e-02;7.800e-05;-3.999e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.800e-05;-5.556e-06;-6.744e-04;1.305e-08;0.000e+00;1.951e-02;7.800e-05;-4.999e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000211000;7.800e-05;-6.672e-06;-6.733e-04;9.780e-09;0.000e+00;1.910e-02;7.800e-05;-6.000e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000218000;7.800e-05;-6.672e-06;-6.722e-04;9.539e-09;0.000e+00;1.908e-02;7.800e-05;-6.000e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000333000;7.800e-05;-6.670e-06;-6.722e-04;5.556e-09;0.000e+00;1.887e-02;7.800e-05;-6.000e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000340000;7.800e-05;-6.670e-06;-6.711e-04;5.243e-09;0.000e+00;1.886e-02;7.800e-05;-6.000e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000458000;7.800e-05;-7.780e-06;-6.711e-04;1.419e-09;0.000e+00;1.864e-02;7.800e-05;-7.000e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000471000;7.800e-05;-7.779e-06;-6.700e-04;9.636e-10;0.000e+00;1.861e-02;7.800e-05;-7.000e-06;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
