time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.042e+00;8.311e-01;-3.837e-02;7.973e-01;-3.680e-02;1.031e+00;1.054e+00;8.082e-01;2.123e-02;1.042e+00;7.480e-01;-3.453e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000000000;1.042e+00;8.311e-01;-3.837e-02;7.973e-01;-3.680e-02;1.031e+00;1.054e+00;8.082e-01;2.123e-02;1.042e+00;7.480e-01;-3.453e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.042e+00;8.311e-01;-3.837e-02;7.973e-01;-3.681e-02;1.031e+00;1.054e+00;8.083e-01;2.123e-02;1.042e+00;7.480e-01;-3.453e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000002000;1.042e+00;8.311e-01;-3.837e-02;7.973e-01;-3.681e-02;1.031e+00;1.054e+00;8.082e-01;2.122e-02;1.042e+00;7.480e-01;-3.454e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000004000;1.042e+00;8.311e-01;-3.838e-02;7.973e-01;-3.682e-02;1.031e+00;1.054e+00;8.082e-01;2.122e-02;1.042e+00;7.480e-01;-3.454e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000006000;1.042e+00;8.311e-01;-3.839e-02;7.973e-01;-3.682e-02;1.031e+00;1.054e+00;8.082e-01;2.121e-02;1.042e+00;7.480e-01;-3.455e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000008000;1.042e+00;8.311e-01;-3.839e-02;7.973e-01;-3.683e-02;1.031e+00;1.054e+00;8.083e-01;2.120e-02;1.042e+00;7.480e-01;-3.455e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000012000;1.042e+00;8.311e-01;-3.840e-02;7.973e-01;-3.684e-02;1.031e+00;1.054e+00;8.082e-01;2.119e-02;1.042e+00;7.480e-01;-3.456e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000020000;1.042e+00;8.311e-01;-3.843e-02;7.973e-01;-3.686e-02;1.031e+00;1.054e+00;8.082e-01;2.117e-02;1.042e+00;7.480e-01;-3.458e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000028000;1.042e+00;8.311e-01;-3.845e-02;7.973e-01;-3.689e-02;1.031e+00;1.054e+00;8.082e-01;2.115e-02;1.042e+00;7.480e-01;-3.461e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000044000;1.042e+00;8.311e-01;-3.850e-02;7.973e-01;-3.694e-02;1.031e+00;1.054e+00;8.082e-01;2.110e-02;1.042e+00;7.480e-01;-3.465e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000060000;1.042e+00;8.311e-01;-3.855e-02;7.973e-01;-3.698e-02;1.031e+00;1.054e+00;8.082e-01;2.105e-02;1.042e+00;7.480e-01;-3.470e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.000076000;1.042e+00;8.311e-01;-3.860e-02;7.973e-01;-3.703e-02;1.031e+00;1.054e+00;8.083e-01;2.101e-02;1.042e+00;7.480e-01;-3.474e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
