time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
0.0;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
0.1;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
0.2;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
0.4;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
0.8;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
1.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
2.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
3.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
4.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
5.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
6.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
7.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
8.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
9.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
10.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
11.6;1.0966661655699972;0.374999547135;0.3419450320509271;-0.3999997107790001;-0.3647415442703098;1.0;10.0;0.375068;-0.393889;1.087876;0.375068;-0.356395;0.362434;0.34439;0.375068;-0.393889;1.034859;0.4999628750777401;1.0
