time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.000000000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000001000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000002000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000004000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000008000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000016000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000032000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000064000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000096000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000160000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000224000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000288000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000352000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000416000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000480000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000544000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000608000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000736000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000851000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.000966000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001000000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001001000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001002000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001004000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001008000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001016000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001032000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001064000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001128000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001256000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001384000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001512000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001640000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001768000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
0.001896000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02;7.979e-01
