time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-6.020e-09;7.979e-01;7.920e-09;1.044e+00;7.500e-01;-3.385e-09;1.000e+01;8.335e-01;1.556e-02;7.977e-01;-1.490e-02
0.000768000;1.044e+00;8.333e-01;-1.445e-05;7.978e-01;-1.382e-05;1.044e+00;7.499e-01;-1.300e-05;1.000e+01;8.335e-01;1.556e-02;7.947e-01;-1.490e-02
0.001024000;1.044e+00;8.332e-01;-2.668e-05;7.977e-01;-2.552e-05;1.044e+00;7.499e-01;-2.400e-05;1.000e+01;8.335e-01;1.556e-02;7.937e-01;-1.490e-02
0.001536000;1.044e+00;8.330e-01;-6.112e-05;7.976e-01;-5.850e-05;1.044e+00;7.497e-01;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;7.918e-01;-1.490e-02
0.001792000;1.044e+00;8.329e-01;-8.445e-05;7.974e-01;-8.084e-05;1.044e+00;7.496e-01;-7.600e-05;1.000e+01;8.335e-01;1.556e-02;7.909e-01;-1.490e-02
0.002048000;1.044e+00;8.327e-01;-1.111e-04;7.973e-01;-1.064e-04;1.044e+00;7.495e-01;-1.000e-04;1.000e+01;8.335e-01;1.556e-02;7.900e-01;-1.490e-02
0.002304000;1.044e+00;8.326e-01;-1.411e-04;7.971e-01;-1.351e-04;1.044e+00;7.493e-01;-1.270e-04;1.000e+01;8.335e-01;1.556e-02;7.890e-01;-1.490e-02
0.003072000;1.044e+00;8.319e-01;-2.544e-04;7.965e-01;-2.436e-04;1.044e+00;7.487e-01;-2.290e-04;1.000e+01;8.335e-01;1.556e-02;7.864e-01;-1.491e-02
0.003840000;1.044e+00;8.310e-01;-3.967e-04;7.956e-01;-3.798e-04;1.044e+00;7.479e-01;-3.570e-04;1.000e+01;8.335e-01;1.556e-02;7.838e-01;-1.492e-02
0.004301000;1.044e+00;8.303e-01;-4.944e-04;7.949e-01;-4.734e-04;1.044e+00;7.473e-01;-4.450e-04;1.000e+01;8.335e-01;1.556e-02;7.823e-01;-1.494e-02
0.004762000;1.045e+00;8.296e-01;-6.011e-04;7.942e-01;-5.755e-04;1.045e+00;7.466e-01;-5.410e-04;1.000e+01;8.335e-01;1.556e-02;7.808e-01;-1.495e-02
0.005222000;1.045e+00;8.288e-01;-7.156e-04;7.935e-01;-6.850e-04;1.045e+00;7.459e-01;-6.440e-04;1.000e+01;8.335e-01;1.556e-02;7.794e-01;-1.497e-02
0.006144000;1.045e+00;8.270e-01;-9.633e-04;7.917e-01;-9.222e-04;1.045e+00;7.443e-01;-8.670e-04;1.000e+01;8.335e-01;1.556e-02;7.766e-01;-1.501e-02
0.007987000;1.045e+00;8.227e-01;-1.499e-03;7.874e-01;-1.435e-03;1.045e+00;7.404e-01;-1.349e-03;1.000e+01;8.335e-01;1.556e-02;7.714e-01;-1.513e-02
0.008448000;1.045e+00;8.215e-01;-1.634e-03;7.863e-01;-1.564e-03;1.045e+00;7.393e-01;-1.471e-03;1.000e+01;8.335e-01;1.556e-02;7.702e-01;-1.517e-02
0.008909000;1.045e+00;8.203e-01;-1.770e-03;7.851e-01;-1.694e-03;1.045e+00;7.382e-01;-1.593e-03;1.000e+01;8.335e-01;1.556e-02;7.690e-01;-1.522e-02
0.009830000;1.045e+00;8.177e-01;-2.033e-03;7.826e-01;-1.946e-03;1.045e+00;7.360e-01;-1.830e-03;1.000e+01;8.335e-01;1.556e-02;7.667e-01;-1.531e-02
0.010752000;1.045e+00;8.151e-01;-2.282e-03;7.800e-01;-2.184e-03;1.045e+00;7.336e-01;-2.054e-03;1.000e+01;8.335e-01;1.556e-02;7.645e-01;-1.541e-02
0.011213000;1.045e+00;8.138e-01;-2.400e-03;7.787e-01;-2.296e-03;1.045e+00;7.324e-01;-2.160e-03;1.000e+01;8.335e-01;1.556e-02;7.634e-01;-1.547e-02
0.011674000;1.045e+00;8.125e-01;-2.512e-03;7.774e-01;-2.404e-03;1.045e+00;7.312e-01;-2.261e-03;1.000e+01;8.335e-01;1.556e-02;7.624e-01;-1.552e-02
0.012134000;1.045e+00;8.112e-01;-2.618e-03;7.760e-01;-2.504e-03;1.045e+00;7.300e-01;-2.356e-03;1.000e+01;8.335e-01;1.556e-02;7.614e-01;-1.558e-02
0.013517000;1.045e+00;8.072e-01;-2.894e-03;7.721e-01;-2.769e-03;1.045e+00;7.265e-01;-2.605e-03;1.000e+01;8.335e-01;1.556e-02;7.584e-01;-1.577e-02
0.013978000;1.046e+00;8.059e-01;-2.972e-03;7.708e-01;-2.843e-03;1.046e+00;7.253e-01;-2.675e-03;1.000e+01;8.335e-01;1.556e-02;7.575e-01;-1.583e-02
0.014438000;1.046e+00;8.046e-01;-3.042e-03;7.695e-01;-2.910e-03;1.046e+00;7.242e-01;-2.738e-03;1.000e+01;8.335e-01;1.556e-02;7.566e-01;-1.590e-02
0.014899000;1.046e+00;8.034e-01;-3.104e-03;7.683e-01;-2.969e-03;1.046e+00;7.230e-01;-2.794e-03;1.000e+01;8.335e-01;1.556e-02;7.557e-01;-1.596e-02
0.015821000;1.046e+00;8.009e-01;-3.207e-03;7.658e-01;-3.066e-03;1.046e+00;7.208e-01;-2.886e-03;1.000e+01;8.335e-01;1.556e-02;7.540e-01;-1.609e-02
0.017203000;1.046e+00;7.974e-01;-3.301e-03;7.623e-01;-3.156e-03;1.046e+00;7.177e-01;-2.971e-03;1.000e+01;8.335e-01;1.556e-02;7.515e-01;-1.628e-02
0.018125000;1.046e+00;7.952e-01;-3.327e-03;7.600e-01;-3.180e-03;1.046e+00;7.157e-01;-2.994e-03;1.000e+01;8.335e-01;1.556e-02;7.500e-01;-1.641e-02
0.018586000;1.046e+00;7.941e-01;-3.329e-03;7.590e-01;-3.181e-03;1.046e+00;7.147e-01;-2.996e-03;1.000e+01;8.335e-01;1.556e-02;7.493e-01;-1.647e-02
0.019046000;1.046e+00;7.931e-01;-3.326e-03;7.579e-01;-3.178e-03;1.046e+00;7.138e-01;-2.993e-03;1.000e+01;8.335e-01;1.556e-02;7.485e-01;-1.652e-02
0.019507000;1.047e+00;7.921e-01;-3.314e-03;7.569e-01;-3.167e-03;1.047e+00;7.129e-01;-2.983e-03;1.000e+01;8.335e-01;1.556e-02;7.478e-01;-1.658e-02
0.019968000;1.047e+00;7.911e-01;-3.297e-03;7.559e-01;-3.150e-03;1.047e+00;7.120e-01;-2.967e-03;1.000e+01;8.335e-01;1.556e-02;7.471e-01;-1.664e-02
0.020429000;1.047e+00;7.902e-01;-3.273e-03;7.549e-01;-3.127e-03;1.047e+00;7.111e-01;-2.946e-03;1.000e+01;8.335e-01;1.556e-02;7.464e-01;-1.669e-02
0.020890000;1.047e+00;7.892e-01;-3.244e-03;7.540e-01;-3.099e-03;1.047e+00;7.103e-01;-2.920e-03;1.000e+01;8.335e-01;1.556e-02;7.458e-01;-1.674e-02
0.021350000;1.047e+00;7.883e-01;-3.210e-03;7.530e-01;-3.066e-03;1.047e+00;7.095e-01;-2.889e-03;1.000e+01;8.335e-01;1.556e-02;7.451e-01;-1.679e-02
0.021811000;1.047e+00;7.875e-01;-3.171e-03;7.521e-01;-3.029e-03;1.047e+00;7.087e-01;-2.854e-03;1.000e+01;8.335e-01;1.556e-02;7.445e-01;-1.683e-02
0.022272000;1.047e+00;7.866e-01;-3.127e-03;7.513e-01;-2.986e-03;1.047e+00;7.080e-01;-2.814e-03;1.000e+01;8.335e-01;1.556e-02;7.439e-01;-1.688e-02
0.023194000;1.047e+00;7.850e-01;-3.026e-03;7.496e-01;-2.889e-03;1.047e+00;7.065e-01;-2.723e-03;1.000e+01;8.335e-01;1.556e-02;7.426e-01;-1.695e-02
0.024023000;1.047e+00;7.836e-01;-2.921e-03;7.482e-01;-2.789e-03;1.047e+00;7.053e-01;-2.629e-03;1.000e+01;8.335e-01;1.556e-02;7.416e-01;-1.701e-02
0.024852000;1.048e+00;7.823e-01;-2.806e-03;7.469e-01;-2.678e-03;1.048e+00;7.041e-01;-2.525e-03;1.000e+01;8.335e-01;1.556e-02;7.406e-01;-1.707e-02
