time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.332e-01;-4.444e-01;7.978e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.499e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.000001000;1.044e+00;8.332e-01;-4.444e-01;7.978e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.499e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.000008000;1.044e+00;8.332e-01;-4.444e-01;7.978e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.499e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.000016000;1.044e+00;8.332e-01;-4.444e-01;7.977e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.499e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.000256000;1.044e+00;8.332e-01;-4.444e-01;7.977e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.499e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.000512000;1.044e+00;8.332e-01;-4.444e-01;7.977e-01;-4.255e-01;9.111e-01;1.020e+00;8.398e-01;-3.532e-01;1.044e+00;7.498e-01;-4.000e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.001024000;1.044e+00;8.331e-01;-4.444e-01;7.977e-01;-4.255e-01;9.111e-01;1.020e+00;8.397e-01;-3.532e-01;1.044e+00;7.498e-01;-3.999e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.002024000;1.044e+00;8.330e-01;-4.444e-01;7.976e-01;-4.255e-01;9.111e-01;1.020e+00;8.396e-01;-3.532e-01;1.044e+00;7.497e-01;-3.999e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.003024000;1.044e+00;8.330e-01;-4.443e-01;7.975e-01;-4.254e-01;9.111e-01;1.020e+00;8.396e-01;-3.532e-01;1.044e+00;7.497e-01;-3.999e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.004024000;1.044e+00;8.329e-01;-4.443e-01;7.975e-01;-4.254e-01;9.111e-01;1.020e+00;8.395e-01;-3.532e-01;1.044e+00;7.496e-01;-3.999e-01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
