time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.027e+00;8.184e-01;-5.383e-02;7.965e-01;-5.240e-02;1.011e+00;1.038e+00;8.085e-01;6.643e-03;1.027e+00;7.365e-01;-4.845e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000092;1.027e+00;8.180e-01;-5.498e-02;7.964e-01;-5.353e-02;1.011e+00;1.038e+00;8.085e-01;5.540e-03;1.027e+00;7.362e-01;-4.948e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000100;1.027e+00;8.180e-01;-5.507e-02;7.964e-01;-5.363e-02;1.010e+00;1.038e+00;8.085e-01;5.444e-03;1.027e+00;7.362e-01;-4.957e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000108;1.027e+00;8.179e-01;-5.517e-02;7.964e-01;-5.372e-02;1.010e+00;1.038e+00;8.085e-01;5.349e-03;1.027e+00;7.361e-01;-4.965e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000116;1.027e+00;8.179e-01;-5.527e-02;7.964e-01;-5.382e-02;1.010e+00;1.037e+00;8.085e-01;5.255e-03;1.027e+00;7.361e-01;-4.974e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000226;1.027e+00;8.175e-01;-5.660e-02;7.963e-01;-5.514e-02;1.010e+00;1.037e+00;8.085e-01;3.970e-03;1.027e+00;7.357e-01;-5.094e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000241;1.026e+00;8.174e-01;-5.677e-02;7.963e-01;-5.531e-02;1.009e+00;1.037e+00;8.085e-01;3.805e-03;1.026e+00;7.357e-01;-5.110e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000313;1.026e+00;8.171e-01;-5.762e-02;7.963e-01;-5.615e-02;1.009e+00;1.037e+00;8.085e-01;2.988e-03;1.026e+00;7.354e-01;-5.186e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000327;1.026e+00;8.171e-01;-5.779e-02;7.963e-01;-5.632e-02;1.009e+00;1.036e+00;8.085e-01;2.826e-03;1.026e+00;7.354e-01;-5.201e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000356;1.026e+00;8.170e-01;-5.812e-02;7.963e-01;-5.665e-02;1.009e+00;1.036e+00;8.085e-01;2.505e-03;1.026e+00;7.353e-01;-5.231e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000370;1.026e+00;8.169e-01;-5.829e-02;7.962e-01;-5.681e-02;1.008e+00;1.036e+00;8.085e-01;2.345e-03;1.026e+00;7.352e-01;-5.246e-02;1.000e+01;8.333e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
