time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-5.165e-07;7.979e-01;1.239e-07;1.044e+00;7.500e-01;1.965e-07;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.977e-01;-1.490e-02
0.001254000;1.044e+00;8.312e-01;-2.204e-03;7.964e-01;-2.112e-03;1.044e+00;7.480e-01;-1.984e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.963e-01;-1.307e-02
0.002226000;1.043e+00;8.248e-01;-4.377e-03;7.906e-01;-4.196e-03;1.043e+00;7.423e-01;-3.940e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.905e-01;-1.184e-02
0.002331000;1.043e+00;8.238e-01;-4.621e-03;7.896e-01;-4.430e-03;1.043e+00;7.415e-01;-4.160e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.896e-01;-1.172e-02
0.002477000;1.043e+00;8.224e-01;-4.961e-03;7.882e-01;-4.756e-03;1.043e+00;7.401e-01;-4.466e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.881e-01;-1.156e-02
0.004553000;1.044e+00;7.893e-01;-9.106e-03;7.558e-01;-8.720e-03;1.044e+00;7.103e-01;-8.196e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.558e-01;-9.634e-03
0.004621000;1.044e+00;7.878e-01;-9.206e-03;7.544e-01;-8.815e-03;1.044e+00;7.091e-01;-8.286e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.543e-01;-9.584e-03
0.004688000;1.044e+00;7.864e-01;-9.304e-03;7.529e-01;-8.908e-03;1.044e+00;7.078e-01;-8.374e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.529e-01;-9.534e-03
0.006543000;1.047e+00;7.397e-01;-1.097e-02;7.063e-01;-1.048e-02;1.047e+00;6.657e-01;-9.874e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.063e-01;-8.395e-03
0.006664000;1.048e+00;7.362e-01;-1.102e-02;7.028e-01;-1.052e-02;1.048e+00;6.625e-01;-9.914e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.028e-01;-8.332e-03
0.013048000;1.060e+00;5.447e-01;-6.519e-03;5.140e-01;-6.152e-03;1.060e+00;4.902e-01;-5.867e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.140e-01;-5.337e-03
0.014588000;1.061e+00;5.051e-01;-5.653e-03;4.759e-01;-5.327e-03;1.061e+00;4.546e-01;-5.088e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;4.759e-01;-4.417e-03
0.015356000;1.062e+00;4.864e-01;-5.429e-03;4.580e-01;-5.112e-03;1.062e+00;4.377e-01;-4.886e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;4.580e-01;-3.861e-03
0.015484000;1.062e+00;4.833e-01;-5.404e-03;4.551e-01;-5.089e-03;1.062e+00;4.350e-01;-4.864e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;4.551e-01;-3.762e-03
0.016124000;1.062e+00;4.683e-01;-5.330e-03;4.407e-01;-5.017e-03;1.062e+00;4.215e-01;-4.797e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;4.408e-01;-3.246e-03
0.017276000;1.063e+00;4.423e-01;-5.391e-03;4.161e-01;-5.071e-03;1.063e+00;3.981e-01;-4.852e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;4.161e-01;-2.229e-03
0.018659000;1.064e+00;4.129e-01;-5.742e-03;3.883e-01;-5.399e-03;1.064e+00;3.716e-01;-5.168e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;3.883e-01;-8.951e-04
0.023958000;1.064e+00;3.168e-01;-8.747e-03;2.978e-01;-8.224e-03;1.064e+00;2.851e-01;-7.872e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;2.979e-01;4.672e-03
