time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-1.216e-09;7.979e-01;3.057e-08;1.051e+00;1.044e+00;7.500e-01;-3.513e-09;1.000e+01;8.083e-01;2.061e-02;1.045e+00;5.000e+01;5.000e+01
0.012239000;1.044e+00;8.329e-01;-2.299e-03;7.979e-01;-2.202e-03;1.050e+00;1.044e+00;7.497e-01;-2.069e-03;1.000e+01;8.084e-01;1.840e-02;1.045e+00;5.000e+01;5.000e+01
0.013114000;1.044e+00;8.330e-01;-2.326e-03;7.979e-01;-2.228e-03;1.050e+00;1.044e+00;7.497e-01;-2.093e-03;1.000e+01;8.084e-01;1.838e-02;1.045e+00;5.000e+01;5.000e+01
0.252010000;1.042e+00;8.333e-01;-7.993e-03;7.993e-01;-7.667e-03;1.047e+00;1.042e+00;7.499e-01;-7.194e-03;1.000e+01;8.098e-01;1.302e-02;1.045e+00;5.000e+01;5.000e+01
0.311010000;1.042e+00;8.333e-01;-8.919e-03;7.995e-01;-8.557e-03;1.046e+00;1.042e+00;7.500e-01;-8.027e-03;1.000e+01;8.100e-01;1.214e-02;1.045e+00;5.000e+01;5.000e+01
0.314010000;1.042e+00;8.333e-01;-8.961e-03;7.995e-01;-8.598e-03;1.046e+00;1.042e+00;7.500e-01;-8.065e-03;1.000e+01;8.101e-01;1.210e-02;1.045e+00;5.000e+01;5.000e+01
0.459610000;1.042e+00;8.333e-01;-1.051e-02;7.998e-01;-1.009e-02;1.045e+00;1.042e+00;7.500e-01;-9.462e-03;1.000e+01;8.104e-01;1.063e-02;1.045e+00;5.000e+01;5.000e+01
0.658160000;1.042e+00;8.334e-01;-1.148e-02;8.001e-01;-1.102e-02;1.045e+00;1.042e+00;7.500e-01;-1.033e-02;1.000e+01;8.106e-01;9.720e-03;1.045e+00;5.000e+01;5.000e+01
0.660160000;1.042e+00;8.334e-01;-1.148e-02;8.001e-01;-1.103e-02;1.045e+00;1.042e+00;7.500e-01;-1.034e-02;1.000e+01;8.107e-01;9.715e-03;1.045e+00;5.000e+01;5.000e+01
0.829160000;1.042e+00;8.334e-01;-1.172e-02;8.001e-01;-1.125e-02;1.045e+00;1.042e+00;7.500e-01;-1.054e-02;1.000e+01;8.107e-01;9.496e-03;1.045e+00;5.000e+01;5.000e+01
0.831160000;1.042e+00;8.334e-01;-1.172e-02;8.001e-01;-1.125e-02;1.045e+00;1.042e+00;7.500e-01;-1.055e-02;1.000e+01;8.107e-01;9.496e-03;1.045e+00;5.000e+01;5.000e+01
0.839160000;1.042e+00;8.334e-01;-1.172e-02;8.001e-01;-1.125e-02;1.045e+00;1.042e+00;7.500e-01;-1.055e-02;1.000e+01;8.107e-01;9.492e-03;1.045e+00;5.000e+01;5.000e+01
0.849160000;1.042e+00;8.334e-01;-1.172e-02;8.001e-01;-1.126e-02;1.045e+00;1.042e+00;7.500e-01;-1.055e-02;1.000e+01;8.107e-01;9.489e-03;1.045e+00;5.000e+01;5.000e+01
