time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.027e+00;8.184e-01;-5.383e-02;7.965e-01;-5.240e-02;1.011e+00;1.038e+00;8.085e-01;6.643e-03;1.027e+00;7.365e-01;-4.845e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001442;1.027e+00;8.185e-01;-5.388e-02;7.967e-01;-5.245e-02;1.011e+00;1.038e+00;8.087e-01;6.614e-03;1.027e+00;7.366e-01;-4.849e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001474;1.027e+00;8.185e-01;-5.387e-02;7.967e-01;-5.244e-02;1.011e+00;1.038e+00;8.087e-01;6.625e-03;1.027e+00;7.366e-01;-4.848e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002312;1.027e+00;8.188e-01;-5.345e-02;7.969e-01;-5.202e-02;1.011e+00;1.038e+00;8.089e-01;7.060e-03;1.027e+00;7.370e-01;-4.810e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002370;1.028e+00;8.189e-01;-5.341e-02;7.969e-01;-5.198e-02;1.011e+00;1.038e+00;8.089e-01;7.101e-03;1.028e+00;7.370e-01;-4.807e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002427;1.028e+00;8.189e-01;-5.337e-02;7.970e-01;-5.194e-02;1.012e+00;1.038e+00;8.089e-01;7.143e-03;1.028e+00;7.370e-01;-4.803e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002543;1.028e+00;8.190e-01;-5.328e-02;7.970e-01;-5.186e-02;1.012e+00;1.038e+00;8.090e-01;7.228e-03;1.028e+00;7.371e-01;-4.796e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002600;1.028e+00;8.190e-01;-5.324e-02;7.970e-01;-5.181e-02;1.012e+00;1.038e+00;8.090e-01;7.273e-03;1.028e+00;7.371e-01;-4.792e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003308;1.028e+00;8.194e-01;-5.261e-02;7.973e-01;-5.119e-02;1.012e+00;1.038e+00;8.092e-01;7.910e-03;1.028e+00;7.375e-01;-4.735e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003340;1.028e+00;8.195e-01;-5.258e-02;7.973e-01;-5.116e-02;1.012e+00;1.039e+00;8.092e-01;7.942e-03;1.028e+00;7.375e-01;-4.732e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
