time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.000000000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.963e-01;3.304e-01;1.041e+00;1.650e-02;1.375e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.000128000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.963e-01;3.304e-01;1.041e+00;1.650e-02;1.375e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.000192000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.963e-01;3.303e-01;1.041e+00;1.650e-02;1.375e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.000448000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.963e-01;3.303e-01;1.041e+00;1.650e-02;1.375e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.000512000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.963e-01;3.303e-01;1.041e+00;1.650e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.000576000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.650e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001064000;1.041e+00;4.126e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.650e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001128000;1.041e+00;4.127e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001256000;1.041e+00;4.127e-01;3.436e-01;3.965e-01;3.302e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001320000;1.041e+00;4.127e-01;3.436e-01;3.965e-01;3.301e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001704000;1.041e+00;4.127e-01;3.436e-01;3.965e-01;3.301e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.001832000;1.041e+00;4.127e-01;3.436e-01;3.966e-01;3.301e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.002344000;1.041e+00;4.127e-01;3.436e-01;3.966e-01;3.301e-01;1.041e+00;3.964e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.002472000;1.041e+00;4.128e-01;3.436e-01;3.966e-01;3.301e-01;1.041e+00;3.965e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.002728000;1.041e+00;4.128e-01;3.436e-01;3.966e-01;3.301e-01;1.041e+00;3.965e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.002984000;1.041e+00;4.128e-01;3.436e-01;3.967e-01;3.301e-01;1.041e+00;3.965e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.003240000;1.041e+00;4.128e-01;3.435e-01;3.967e-01;3.301e-01;1.041e+00;3.965e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.003496000;1.041e+00;4.129e-01;3.435e-01;3.967e-01;3.301e-01;1.041e+00;3.966e-01;3.303e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.003752000;1.041e+00;4.129e-01;3.435e-01;3.967e-01;3.301e-01;1.041e+00;3.966e-01;3.302e-01;1.041e+00;1.651e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.004008000;1.041e+00;4.129e-01;3.435e-01;3.968e-01;3.301e-01;1.041e+00;3.966e-01;3.302e-01;1.041e+00;1.652e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.004264000;1.041e+00;4.129e-01;3.435e-01;3.968e-01;3.301e-01;1.041e+00;3.967e-01;3.302e-01;1.041e+00;1.652e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
0.004520000;1.041e+00;4.130e-01;3.435e-01;3.968e-01;3.301e-01;1.041e+00;3.967e-01;3.302e-01;1.041e+00;1.652e-02;1.374e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
