time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.000000000;9.637e-01;4.222e-01;-3.188e-01;4.382e-01;-3.308e-01;9.633e-01;4.383e-01;-3.306e-01;9.637e-01;1.689e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.001192000;9.637e-01;4.223e-01;-3.188e-01;4.382e-01;-3.308e-01;9.634e-01;4.383e-01;-3.306e-01;9.637e-01;1.689e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.001256000;9.637e-01;4.222e-01;-3.188e-01;4.382e-01;-3.308e-01;9.634e-01;4.383e-01;-3.305e-01;9.637e-01;1.689e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.001768000;9.637e-01;4.222e-01;-3.187e-01;4.382e-01;-3.308e-01;9.634e-01;4.383e-01;-3.305e-01;9.637e-01;1.689e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.001832000;9.637e-01;4.222e-01;-3.187e-01;4.382e-01;-3.307e-01;9.634e-01;4.383e-01;-3.305e-01;9.637e-01;1.689e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.003560000;9.637e-01;4.221e-01;-3.187e-01;4.380e-01;-3.307e-01;9.634e-01;4.381e-01;-3.305e-01;9.637e-01;1.688e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.003816000;9.637e-01;4.221e-01;-3.186e-01;4.379e-01;-3.306e-01;9.634e-01;4.381e-01;-3.304e-01;9.637e-01;1.688e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.004840000;9.637e-01;4.219e-01;-3.186e-01;4.378e-01;-3.306e-01;9.634e-01;4.379e-01;-3.304e-01;9.637e-01;1.688e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.005096000;9.637e-01;4.219e-01;-3.186e-01;4.377e-01;-3.306e-01;9.634e-01;4.379e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.006888000;9.637e-01;4.215e-01;-3.186e-01;4.374e-01;-3.306e-01;9.634e-01;4.376e-01;-3.304e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.007400000;9.637e-01;4.214e-01;-3.185e-01;4.373e-01;-3.305e-01;9.634e-01;4.375e-01;-3.303e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.010472000;9.637e-01;4.208e-01;-3.185e-01;4.366e-01;-3.305e-01;9.634e-01;4.368e-01;-3.303e-01;9.637e-01;1.683e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.010984000;9.637e-01;4.207e-01;-3.185e-01;4.365e-01;-3.305e-01;9.634e-01;4.367e-01;-3.302e-01;9.637e-01;1.683e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.012520000;9.637e-01;4.204e-01;-3.185e-01;4.362e-01;-3.305e-01;9.634e-01;4.364e-01;-3.302e-01;9.637e-01;1.682e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.013032000;9.637e-01;4.202e-01;-3.185e-01;4.361e-01;-3.304e-01;9.634e-01;4.363e-01;-3.302e-01;9.637e-01;1.681e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.019176000;9.637e-01;4.191e-01;-3.184e-01;4.349e-01;-3.304e-01;9.634e-01;4.350e-01;-3.302e-01;9.637e-01;1.676e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.020176000;9.637e-01;4.189e-01;-3.184e-01;4.347e-01;-3.304e-01;9.634e-01;4.349e-01;-3.301e-01;9.637e-01;1.676e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.022876000;9.637e-01;4.185e-01;-3.184e-01;4.343e-01;-3.304e-01;9.634e-01;4.345e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.023776000;9.637e-01;4.184e-01;-3.184e-01;4.342e-01;-3.303e-01;9.634e-01;4.343e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.029176000;9.637e-01;4.178e-01;-3.183e-01;4.335e-01;-3.303e-01;9.634e-01;4.337e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.030076000;9.637e-01;4.177e-01;-3.183e-01;4.335e-01;-3.303e-01;9.634e-01;4.336e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.031876000;9.637e-01;4.176e-01;-3.183e-01;4.333e-01;-3.303e-01;9.634e-01;4.335e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.034576000;9.637e-01;4.174e-01;-3.183e-01;4.331e-01;-3.303e-01;9.634e-01;4.333e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.039976000;9.637e-01;4.171e-01;-3.183e-01;4.328e-01;-3.303e-01;9.634e-01;4.330e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.040876000;9.637e-01;4.171e-01;-3.183e-01;4.328e-01;-3.303e-01;9.634e-01;4.330e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.048876000;9.637e-01;4.169e-01;-3.183e-01;4.326e-01;-3.303e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.049876000;9.637e-01;4.169e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.050876000;9.637e-01;4.168e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.061876000;9.637e-01;4.167e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.071876000;9.637e-01;4.167e-01;-3.182e-01;4.323e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.084876000;9.637e-01;4.166e-01;-3.182e-01;4.323e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.666e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.989994000;9.637e-01;4.166e-01;-3.182e-01;4.323e-01;-3.302e-01;9.633e-01;4.325e-01;-3.300e-01;9.637e-01;1.666e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990002000;9.637e-01;4.166e-01;-3.182e-01;4.323e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.666e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990010000;9.638e-01;4.167e-01;-3.182e-01;4.323e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.638e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990058000;9.640e-01;4.168e-01;-3.184e-01;4.323e-01;-3.302e-01;9.637e-01;4.325e-01;-3.300e-01;9.640e-01;1.667e-02;-1.273e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990186000;9.647e-01;4.170e-01;-3.185e-01;4.323e-01;-3.302e-01;9.643e-01;4.325e-01;-3.300e-01;9.647e-01;1.668e-02;-1.274e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990314000;9.653e-01;4.173e-01;-3.188e-01;4.323e-01;-3.302e-01;9.649e-01;4.324e-01;-3.300e-01;9.653e-01;1.669e-02;-1.275e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990378000;9.656e-01;4.174e-01;-3.189e-01;4.323e-01;-3.303e-01;9.653e-01;4.324e-01;-3.300e-01;9.656e-01;1.670e-02;-1.276e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990442000;9.659e-01;4.176e-01;-3.190e-01;4.323e-01;-3.302e-01;9.656e-01;4.324e-01;-3.301e-01;9.659e-01;1.670e-02;-1.276e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990506000;9.663e-01;4.177e-01;-3.191e-01;4.323e-01;-3.303e-01;9.659e-01;4.324e-01;-3.301e-01;9.663e-01;1.671e-02;-1.277e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990570000;9.666e-01;4.178e-01;-3.192e-01;4.323e-01;-3.303e-01;9.662e-01;4.324e-01;-3.300e-01;9.666e-01;1.671e-02;-1.277e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.990634000;9.669e-01;4.179e-01;-3.194e-01;4.323e-01;-3.303e-01;9.665e-01;4.324e-01;-3.301e-01;9.669e-01;1.672e-02;-1.277e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.991338000;9.704e-01;4.194e-01;-3.206e-01;4.322e-01;-3.303e-01;9.701e-01;4.324e-01;-3.301e-01;9.704e-01;1.678e-02;-1.282e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.991466000;9.711e-01;4.197e-01;-3.208e-01;4.322e-01;-3.304e-01;9.707e-01;4.323e-01;-3.301e-01;9.711e-01;1.679e-02;-1.283e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.991722000;9.723e-01;4.202e-01;-3.212e-01;4.322e-01;-3.304e-01;9.720e-01;4.323e-01;-3.302e-01;9.723e-01;1.681e-02;-1.285e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.992490000;9.762e-01;4.218e-01;-3.226e-01;4.321e-01;-3.304e-01;9.758e-01;4.322e-01;-3.302e-01;9.762e-01;1.687e-02;-1.290e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.992746000;9.775e-01;4.223e-01;-3.230e-01;4.320e-01;-3.305e-01;9.771e-01;4.322e-01;-3.303e-01;9.775e-01;1.689e-02;-1.292e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.993770000;9.826e-01;4.244e-01;-3.248e-01;4.319e-01;-3.305e-01;9.822e-01;4.321e-01;-3.303e-01;9.826e-01;1.697e-02;-1.299e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.994026000;9.838e-01;4.249e-01;-3.252e-01;4.319e-01;-3.306e-01;9.835e-01;4.320e-01;-3.304e-01;9.838e-01;1.699e-02;-1.301e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.994538000;9.864e-01;4.259e-01;-3.261e-01;4.317e-01;-3.306e-01;9.861e-01;4.319e-01;-3.304e-01;9.864e-01;1.704e-02;-1.304e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.995050000;9.890e-01;4.268e-01;-3.270e-01;4.316e-01;-3.306e-01;9.886e-01;4.318e-01;-3.304e-01;9.890e-01;1.707e-02;-1.308e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.995562000;9.915e-01;4.278e-01;-3.279e-01;4.315e-01;-3.307e-01;9.912e-01;4.316e-01;-3.304e-01;9.915e-01;1.711e-02;-1.311e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.996074000;9.941e-01;4.288e-01;-3.287e-01;4.313e-01;-3.307e-01;9.937e-01;4.315e-01;-3.305e-01;9.941e-01;1.715e-02;-1.315e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.997098000;9.992e-01;4.306e-01;-3.305e-01;4.309e-01;-3.307e-01;9.988e-01;4.311e-01;-3.305e-01;9.992e-01;1.722e-02;-1.322e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.997610000;1.002e+00;4.315e-01;-3.313e-01;4.307e-01;-3.308e-01;1.001e+00;4.309e-01;-3.306e-01;1.002e+00;1.726e-02;-1.325e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.998122000;1.004e+00;4.324e-01;-3.322e-01;4.305e-01;-3.308e-01;1.004e+00;4.307e-01;-3.306e-01;1.004e+00;1.730e-02;-1.329e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.998634000;1.007e+00;4.332e-01;-3.331e-01;4.302e-01;-3.308e-01;1.007e+00;4.304e-01;-3.306e-01;1.007e+00;1.733e-02;-1.332e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.999146000;1.009e+00;4.340e-01;-3.340e-01;4.300e-01;-3.309e-01;1.009e+00;4.301e-01;-3.306e-01;1.009e+00;1.736e-02;-1.336e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.999658000;1.012e+00;4.349e-01;-3.348e-01;4.297e-01;-3.309e-01;1.012e+00;4.298e-01;-3.307e-01;1.012e+00;1.739e-02;-1.339e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
29.999842000;1.013e+00;4.351e-01;-3.352e-01;4.296e-01;-3.309e-01;1.013e+00;4.297e-01;-3.307e-01;1.013e+00;1.741e-02;-1.341e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.000250000;1.015e+00;4.358e-01;-3.358e-01;4.293e-01;-3.309e-01;1.015e+00;4.295e-01;-3.307e-01;1.015e+00;1.743e-02;-1.343e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.001018000;1.019e+00;4.369e-01;-3.372e-01;4.288e-01;-3.309e-01;1.018e+00;4.290e-01;-3.307e-01;1.019e+00;1.748e-02;-1.349e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.001530000;1.021e+00;4.376e-01;-3.380e-01;4.285e-01;-3.310e-01;1.021e+00;4.286e-01;-3.308e-01;1.021e+00;1.750e-02;-1.352e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.003066000;1.029e+00;4.397e-01;-3.406e-01;4.273e-01;-3.310e-01;1.029e+00;4.274e-01;-3.308e-01;1.029e+00;1.759e-02;-1.362e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.003578000;1.032e+00;4.403e-01;-3.415e-01;4.268e-01;-3.310e-01;1.031e+00;4.269e-01;-3.308e-01;1.032e+00;1.761e-02;-1.366e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.004090000;1.034e+00;4.409e-01;-3.423e-01;4.263e-01;-3.310e-01;1.034e+00;4.265e-01;-3.309e-01;1.034e+00;1.764e-02;-1.369e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.004602000;1.037e+00;4.415e-01;-3.432e-01;4.259e-01;-3.311e-01;1.036e+00;4.260e-01;-3.309e-01;1.037e+00;1.766e-02;-1.373e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.005114000;1.039e+00;4.421e-01;-3.441e-01;4.254e-01;-3.311e-01;1.039e+00;4.255e-01;-3.309e-01;1.039e+00;1.768e-02;-1.376e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.006138000;1.044e+00;4.431e-01;-3.458e-01;4.243e-01;-3.311e-01;1.044e+00;4.245e-01;-3.309e-01;1.044e+00;1.773e-02;-1.383e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.006650000;1.047e+00;4.437e-01;-3.467e-01;4.238e-01;-3.311e-01;1.047e+00;4.239e-01;-3.309e-01;1.047e+00;1.775e-02;-1.387e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.007162000;1.049e+00;4.442e-01;-3.475e-01;4.232e-01;-3.311e-01;1.049e+00;4.234e-01;-3.310e-01;1.049e+00;1.777e-02;-1.390e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01
