time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;8.332e-01;8.943e-09;8.332e-01;9.064e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-1.603e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
0.003000000;1.000e+00;8.332e-01;8.539e-09;8.332e-01;8.522e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-1.578e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;1.000e+00;8.332e-01;-9.629e-09;8.332e-01;1.916e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-1.785e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;4.548e-01;3.790e-01;-8.857e-09;8.333e-01;2.664e-09;4.701e-01;8.283e-01;9.025e-02;4.548e-01;1.516e-02;-1.837e-09;1.000e+01;8.333e-01;7.540e-04;5.411e+01;5.411e+01
30.003000000;4.542e-01;3.859e-01;-5.875e-03;8.495e-01;-1.293e-02;4.691e-01;8.457e-01;8.149e-02;4.542e-01;1.544e-02;-2.350e-04;1.000e+01;8.333e-01;7.540e-04;5.192e+01;5.192e+01
30.003000000;4.542e-01;3.859e-01;-5.925e-03;8.495e-01;-1.304e-02;4.691e-01;8.457e-01;8.138e-02;4.542e-01;1.544e-02;-2.370e-04;1.000e+01;8.333e-01;7.540e-04;5.192e+01;5.192e+01
30.006000000;4.565e-01;4.034e-01;1.620e-02;8.838e-01;3.549e-02;4.749e-01;8.742e-01;1.348e-01;4.565e-01;1.614e-02;6.480e-04;1.000e+01;8.333e-01;7.540e-04;5.097e+01;5.097e+01
30.009000000;4.596e-01;4.239e-01;4.810e-02;9.223e-01;1.046e-01;4.830e-01;9.045e-01;2.085e-01;4.596e-01;1.696e-02;1.924e-03;1.000e+01;8.333e-01;7.540e-04;5.054e+01;5.054e+01
30.012000000;4.633e-01;4.367e-01;8.513e-02;9.427e-01;1.838e-01;4.917e-01;9.163e-01;2.878e-01;4.633e-01;1.747e-02;3.405e-03;1.000e+01;8.333e-01;7.540e-04;5.021e+01;5.021e+01
30.015000000;4.673e-01;4.429e-01;1.268e-01;9.478e-01;2.713e-01;5.010e-01;9.132e-01;3.715e-01;4.673e-01;1.772e-02;5.070e-03;1.000e+01;8.333e-01;7.540e-04;4.995e+01;4.995e+01
30.018000000;4.714e-01;4.430e-01;1.706e-01;9.397e-01;3.619e-01;5.103e-01;8.980e-01;4.557e-01;4.714e-01;1.772e-02;6.823e-03;1.000e+01;8.333e-01;7.540e-04;4.975e+01;4.975e+01
30.021000000;4.755e-01;4.381e-01;2.145e-01;9.214e-01;4.511e-01;5.192e-01;8.742e-01;5.370e-01;4.755e-01;1.752e-02;8.579e-03;1.000e+01;8.333e-01;7.540e-04;4.960e+01;4.960e+01
30.024000000;4.793e-01;4.295e-01;2.569e-01;8.961e-01;5.359e-01;5.276e-01;8.452e-01;6.132e-01;4.793e-01;1.718e-02;1.027e-02;1.000e+01;8.333e-01;7.540e-04;4.951e+01;4.951e+01
30.027000000;4.825e-01;4.242e-01;2.921e-01;8.793e-01;6.055e-01;5.345e-01;8.257e-01;6.767e-01;4.825e-01;1.697e-02;1.168e-02;1.000e+01;8.333e-01;7.540e-04;4.956e+01;4.956e+01
30.030000000;4.852e-01;4.192e-01;3.231e-01;8.640e-01;6.658e-01;5.406e-01;8.086e-01;7.321e-01;4.852e-01;1.677e-02;1.292e-02;1.000e+01;8.333e-01;7.540e-04;4.961e+01;4.961e+01
30.033000000;4.876e-01;4.145e-01;3.501e-01;8.502e-01;7.181e-01;5.458e-01;7.936e-01;7.802e-01;4.876e-01;1.658e-02;1.401e-02;1.000e+01;8.333e-01;7.540e-04;4.966e+01;4.966e+01
30.036000000;4.896e-01;4.103e-01;3.739e-01;8.379e-01;7.636e-01;5.503e-01;7.806e-01;8.220e-01;4.896e-01;1.641e-02;1.495e-02;1.000e+01;8.333e-01;7.540e-04;4.970e+01;4.970e+01
